customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,senior_citizen,partner,dependents,phone_service,multiple_lines,paperless_billing,churn
7558-IMLMT,67,20.8,1411.9,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,1,0
9488-FYQAU,63,109.25,6841.4,two_year,bank_transfer,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,0,1,0,1,1,1,0
3590-TCXTB,1,20.35,20.35,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
6994-KERXL,4,55.9,238.5,month_to_month,electronic_check,dsl,No,No,No,No,No,Yes,0,0,0,1,0,1,0
7957-RYHQD,40,79.2,3233.85,month_to_month,credit_card,fiber_optic,Yes,Yes,No,No,No,No,1,0,0,1,0,1,1
2180-DXNEG,12,96.0,1062.1,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1
1960-UOTYM,52,79.2,4016.3,two_year,electronic_check,dsl,Yes,Yes,Yes,No,Yes,Yes,0,1,1,1,0,0,0
2740-JFBOK,10,24.0,226.55,month_to_month,electronic_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,1,1,0
6500-JVEGC,68,101.35,7110.75,one_year,bank_transfer,fiber_optic,Yes,Yes,Yes,No,Yes,No,0,0,0,1,1,0,0
5515-AKOAJ,54,100.1,5440.9,month_to_month,electronic_check,fiber_optic,No,No,No,Yes,Yes,Yes,0,0,0,1,1,1,1
8976-OQHGT,4,56.5,235.1,month_to_month,mailed_check,dsl,No,Yes,No,Yes,No,No,0,1,1,1,0,0,1
5245-VDBUR,52,35.45,1958.95,one_year,mailed_check,dsl,Yes,No,Yes,No,No,No,0,1,0,0,0,0,0
6230-BSUXY,1,85.0,85.0,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,No,Yes,1,0,0,1,0,1,1
8469-SNFFH,70,79.4,5528.9,one_year,bank_transfer,dsl,Yes,Yes,Yes,Yes,Yes,No,0,1,0,1,1,0,0
2144-ESWKO,43,35.2,1463.7,one_year,credit_card,dsl,Yes,No,Yes,No,No,No,0,0,0,0,0,1,0
1241-FPMOF,52,19.65,1025.05,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
9928-BZVLZ,12,49.85,552.1,two_year,mailed_check,dsl,Yes,No,Yes,Yes,No,Yes,0,0,0,0,0,0,0
4114-QMKVN,56,68.75,3815.4,one_year,bank_transfer,dsl,Yes,Yes,No,No,No,Yes,0,1,1,1,1,0,0
2775-SEFEE,0,61.9,61.9,two_year,bank_transfer,dsl,Yes,Yes,No,Yes,No,No,0,0,1,1,1,1,0
9003-CPATH,42,79.9,3313.4,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,No,No,0,0,0,1,1,0,0
1754-GKYPY,22,89.75,1938.9,month_to_month,bank_transfer,fiber_optic,No,No,No,No,Yes,Yes,1,1,0,1,0,1,0
5294-CDGWY,51,59.3,3014.65,one_year,electronic_check,dsl,Yes,Yes,Yes,No,Yes,Yes,0,1,1,0,0,0,1
7956-XQWGU,27,19.4,460.25,month_to_month,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
1591-MQJTP,51,93.65,4839.15,one_year,bank_transfer,fiber_optic,Yes,No,Yes,No,No,Yes,1,1,0,1,1,1,0
5295-PCJOO,4,49.4,184.4,month_to_month,electronic_check,dsl,Yes,No,No,No,No,No,0,0,1,1,0,1,1
2369-FEVNO,1,19.9,19.9,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
9863-JZAIC,35,55.0,2010.55,month_to_month,mailed_check,dsl,No,No,No,No,Yes,No,0,0,0,1,0,0,1
7471-MQPOS,71,72.9,5139.65,one_year,bank_transfer,dsl,No,Yes,Yes,Yes,No,Yes,1,1,1,1,1,1,0
7660-HDPJV,1,69.2,69.2,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,1
5115-SQAAU,69,25.6,1673.4,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,1,1,0
9845-QOMAD,14,19.75,309.35,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
7672-VFMXZ,57,55.7,3171.6,month_to_month,electronic_check,dsl,Yes,No,No,Yes,No,No,0,1,0,1,0,0,0
9739-JLPQJ,72,117.5,8670.1,two_year,credit_card,fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,0,0
9916-AYHTC,48,19.85,916.0,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
3855-ONCAR,4,78.9,299.75,month_to_month,mailed_check,fiber_optic,No,No,No,No,Yes,No,0,1,1,1,0,1,0
1488-SYSFC,31,20.65,702.05,month_to_month,electronic_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,1,0
7931-PXHFC,38,62.3,2354.8,one_year,mailed_check,dsl,No,No,Yes,Yes,No,Yes,0,0,0,1,0,1,1
3990-QYKBE,37,92.5,3473.4,month_to_month,electronic_check,fiber_optic,No,No,No,No,Yes,Yes,1,1,0,1,1,1,1
0970-QXPXW,1,19.65,19.65,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
3259-KNMRR,57,79.75,4438.2,two_year,bank_transfer,dsl,No,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0
6120-RJKLU,62,79.95,4819.75,two_year,credit_card,dsl,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,0,1,0
9572-WUKSB,3,29.9,92.25,month_to_month,electronic_check,dsl,No,No,No,Yes,No,No,0,1,0,0,0,1,0
5893-KCLGT,72,19.75,1567.0,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,1,0
0076-LVEPS,29,45.0,1242.45,month_to_month,mailed_check,dsl,Yes,Yes,Yes,Yes,No,No,0,0,1,0,0,1,0
3640-JQGJG,13,44.8,559.2,month_to_month,bank_transfer,dsl,No,No,No,No,No,No,0,1,1,1,0,0,0
4919-MOAVT,3,69.65,220.1,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,1,1,0,0,1
1596-OQSPS,11,51.1,531.15,month_to_month,electronic_check,dsl,No,Yes,No,No,No,No,0,0,0,1,0,0,0
9867-XOBQA,21,53.15,1183.2,two_year,mailed_check,dsl,Yes,Yes,Yes,Yes,Yes,No,0,0,1,0,0,0,0
9546-KDTRB,19,24.7,465.85,month_to_month,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,1,0,0
3090-HAWSU,61,111.6,6876.05,two_year,credit_card,fiber_optic,Yes,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
9820-RMCQV,11,48.55,501.0,month_to_month,credit_card,dsl,Yes,No,No,No,No,No,0,0,0,1,0,0,1
3174-RKMOW,35,109.95,3782.4,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,0
1760-CAZHT,25,20.8,460.2,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,0,0
7839-QRKXN,1,20.2,20.2,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,1
8441-SHIPE,67,25.6,1790.35,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,1,1,0
5204-QZXPU,19,39.65,733.35,month_to_month,electronic_check,dsl,No,No,Yes,No,Yes,No,0,0,0,0,0,1,1
4597-ELFTS,56,24.9,1334.0,one_year,electronic_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,1,0,1
1320-GVNHT,72,108.4,7767.25,two_year,credit_card,fiber_optic,Yes,Yes,Yes,No,Yes,Yes,0,1,1,1,1,1,0
1047-RNXZV,43,19.55,876.15,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
3541-ZNUHK,55,85.1,4600.95,month_to_month,electronic_check,fiber_optic,Yes,Yes,No,No,No,No,0,1,1,1,1,1,0
8450-JOVAH,2,56.7,113.55,month_to_month,mailed_check,dsl,Yes,No,No,No,No,No,0,1,1,1,1,0,1
8725-JEDFD,27,69.05,1793.25,month_to_month,mailed_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,0
7562-UXTPG,13,70.15,886.7,month_to_month,mailed_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,0
8071-SBTRN,70,111.15,7737.55,two_year,mailed_check,fiber_optic,Yes,Yes,Yes,No,Yes,Yes,0,0,0,1,1,1,0
1113-IUJYX,14,105.95,1348.9,one_year,mailed_check,fiber_optic,Yes,Yes,No,Yes,Yes,Yes,0,1,0,1,0,0,1
6668-CNMFP,19,89.35,1686.85,one_year,bank_transfer,fiber_optic,No,No,No,Yes,No,Yes,0,1,1,1,1,1,0
5626-MGTUK,20,89.1,1879.25,month_to_month,bank_transfer,fiber_optic,Yes,No,No,No,Yes,No,0,0,0,1,1,1,0
5681-LLOEI,43,91.25,4013.8,one_year,credit_card,fiber_optic,Yes,No,Yes,Yes,No,No,0,1,1,1,1,1,0
8212-DJRCH,5,90.35,434.5,month_to_month,mailed_check,fiber_optic,Yes,No,Yes,No,No,Yes,0,1,1,1,0,1,0
4323-OHFOW,70,105.55,7195.35,one_year,bank_transfer,fiber_optic,No,Yes,No,Yes,Yes,Yes,1,1,0,1,1,1,0
4933-BSAIP,40,19.1,780.1,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,0,0
2030-BTZRO,6,20.4,107.6,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,1,0
1116-DXXDF,39,100.45,3801.7,two_year,electronic_check,fiber_optic,Yes,No,Yes,No,Yes,Yes,0,0,0,1,0,1,0
9274-CNFMO,4,74.95,308.7,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,1,1,0,1,1,0,1
7758-XKCBS,15,29.7,438.25,month_to_month,electronic_check,dsl,No,No,No,Yes,No,No,0,0,0,0,0,1,1
8992-JQYUN,1,50.35,50.35,month_to_month,electronic_check,dsl,No,No,Yes,No,Yes,Yes,0,1,0,0,0,1,1
6563-VNPMN,45,85.7,3778.1,month_to_month,bank_transfer,fiber_optic,Yes,Yes,No,Yes,No,No,1,0,0,1,0,1,0
0617-AQNWT,64,47.85,3147.5,two_year,electronic_check,dsl,Yes,No,Yes,Yes,No,Yes,0,1,0,0,0,0,1
2267-WTPYD,57,94.0,5438.95,month_to_month,credit_card,fiber_optic,No,Yes,Yes,No,No,Yes,1,1,0,1,1,0,0
0270-THENM,72,69.85,5102.35,two_year,bank_transfer,dsl,Yes,Yes,Yes,Yes,No,No,0,1,1,1,1,0,0
2446-PLQVO,1,70.3,70.3,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,1
4707-MAXGU,72,25.85,1872.2,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,1,0,0
2710-WYVXG,3,71.1,213.35,two_year,mailed_check,dsl,Yes,Yes,No,Yes,No,Yes,0,0,0,1,0,0,0
3005-NFMTA,55,98.8,5617.75,month_to_month,electronic_check,fiber_optic,Yes,No,No,No,Yes,Yes,1,0,0,1,1,1,1
6300-BWMJX,59,93.35,5386.5,month_to_month,electronic_check,fiber_optic,No,No,Yes,Yes,Yes,No,0,1,0,1,1,0,0
8784-CGILN,18,99.85,1776.95,month_to_month,bank_transfer,fiber_optic,No,No,No,Yes,Yes,Yes,0,0,0,1,1,1,1
5389-FFVKB,32,80.3,2483.05,month_to_month,credit_card,fiber_optic,No,No,No,No,No,Yes,1,1,0,1,0,1,1
7009-LGECI,4,50.55,235.65,month_to_month,bank_transfer,dsl,Yes,No,No,No,No,No,0,0,0,1,0,1,0
8444-WRIDW,66,80.45,5224.35,month_to_month,credit_card,fiber_optic,No,Yes,No,No,No,No,1,0,0,1,1,1,1
5022-KVDQT,27,81.3,2272.8,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,No,No,0,0,0,1,1,1,0
7976-CICYS,4,20.7,83.75,month_to_month,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
1036-GUDCL,60,79.05,4663.4,month_to_month,credit_card,dsl,Yes,Yes,No,Yes,Yes,Yes,0,1,1,1,0,1,0
2005-DWQZJ,8,19.05,201.7,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
8148-WOCMK,8,19.6,125.0,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
7815-PDTHL,35,20.2,684.4,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
9451-LPGOO,7,86.8,620.35,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,Yes,0,0,0,1,1,1,1
9173-IVZVP,53,20.9,1146.05,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,0,0
9129-UXERG,18,103.6,1806.35,month_to_month,credit_card,fiber_optic,No,Yes,No,Yes,Yes,Yes,1,0,0,1,1,1,0
3635-JBPSG,15,38.8,603.0,two_year,mailed_check,dsl,No,Yes,No,No,No,Yes,0,0,0,0,0,1,0
7964-ZRKKG,67,88.4,5798.3,one_year,bank_transfer,fiber_optic,No,Yes,No,No,Yes,No,0,1,0,1,1,1,0
5868-YWPDW,6,84.2,519.15,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,No,Yes,1,1,0,1,0,1,1
6229-LSCKB,6,79.7,497.6,month_to_month,electronic_check,fiber_optic,No,No,No,No,Yes,No,1,0,0,1,0,1,0
2025-JKFWI,13,99.0,1301.7,month_to_month,mailed_check,fiber_optic,No,No,No,Yes,Yes,Yes,0,0,0,1,1,1,1
4078-SAYYN,11,100.75,1129.75,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,Yes,0,0,0,1,1,1,1
1724-IQWNM,1,19.3,19.3,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,1,0
8217-QYOHV,5,55.75,266.95,month_to_month,mailed_check,dsl,Yes,No,No,Yes,No,No,0,0,0,1,0,1,0
5546-QUERU,13,19.95,257.0,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,1,0
9940-HPQPG,9,91.75,865.8,month_to_month,bank_transfer,fiber_optic,Yes,Yes,Yes,No,No,No,0,1,0,1,1,0,1
6897-UUBNU,29,89.65,2623.65,month_to_month,mailed_check,fiber_optic,No,Yes,No,Yes,Yes,No,0,0,0,1,0,0,0
6127-IYJOZ,1,45.85,45.85,month_to_month,mailed_check,dsl,No,No,No,No,No,No,1,0,0,1,0,1,0
6618-RYATB,1,79.55,79.55,month_to_month,mailed_check,fiber_optic,No,No,Yes,No,No,No,0,0,0,1,1,1,1
8930-XOTDP,18,55.95,1082.8,month_to_month,mailed_check,dsl,No,No,No,No,Yes,No,0,1,1,1,0,0,0
5916-QEWPT,2,69.0,147.8,month_to_month,credit_card,dsl,No,No,Yes,No,Yes,Yes,0,1,0,1,0,0,0
5060-TQUQN,30,83.55,2570.2,month_to_month,bank_transfer,fiber_optic,No,Yes,No,Yes,No,No,0,1,1,1,1,1,0
0531-XBKMM,66,65.7,4378.9,two_year,bank_transfer,dsl,Yes,Yes,No,Yes,No,No,0,0,1,1,1,0,0
8465-SBRXP,38,94.9,3616.25,two_year,bank_transfer,fiber_optic,No,No,Yes,Yes,Yes,No,0,1,1,1,1,1,0
2408-PSJVE,44,61.9,2924.05,month_to_month,mailed_check,dsl,No,Yes,Yes,Yes,No,No,0,1,1,1,0,1,0
9079-YEXQJ,54,111.1,6014.85,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,0,0,0,1,1,0,1
9700-ZCLOT,2,20.0,32.7,month_to_month,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
8738-JOKAR,42,67.7,2882.25,one_year,mailed_check,dsl,Yes,Yes,No,Yes,No,Yes,0,0,0,1,0,1,0
4534-WGCIR,58,25.15,1509.9,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,1,0,0
1930-WNXSB,58,92.85,5305.05,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,Yes,Yes,0,1,1,1,0,1,0
2685-SREOM,25,89.1,2368.4,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,No,Yes,0,1,1,1,1,1,1
3508-CFVZL,71,111.3,7985.9,two_year,mailed_check,fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,1,1,0,0
0402-CQAJN,37,101.9,3545.35,month_to_month,bank_transfer,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,0,0,1,1,1,1
6692-UDPJC,14,91.65,1301.0,month_to_month,electronic_check,fiber_optic,No,No,No,Yes,Yes,No,0,1,1,1,1,1,1
1273-MTETI,4,88.85,372.45,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,No,Yes,1,0,0,1,1,1,1
0657-DOGUM,48,60.6,2985.25,one_year,bank_transfer,dsl,Yes,No,No,Yes,No,No,0,1,0,1,1,1,0
5480-HPRRX,3,25.3,77.75,month_to_month,electronic_check,dsl,No,No,No,No,No,No,1,0,0,0,0,0,1
8792-AOROI,8,65.5,564.35,two_year,mailed_check,dsl,Yes,No,No,Yes,No,Yes,0,1,0,1,0,0,0
0295-PPHDO,1,95.45,95.45,month_to_month,electronic_check,fiber_optic,No,No,No,No,Yes,Yes,0,0,0,1,1,1,1
5146-YYFRZ,67,19.95,1311.75,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,0,1,0,0,0
1195-OIYEJ,13,91.1,1135.7,month_to_month,electronic_check,fiber_optic,No,No,No,No,Yes,Yes,0,0,0,1,0,1,1
5906-CVLHP,45,54.15,2319.8,one_year,credit_card,dsl,No,Yes,No,Yes,No,No,0,1,1,1,0,1,1
3452-SRFEG,49,74.6,3720.35,month_to_month,bank_transfer,fiber_optic,No,No,No,No,No,No,0,0,0,1,1,1,0
4070-OKWVH,52,94.6,5025.8,month_to_month,bank_transfer,fiber_optic,No,Yes,Yes,No,Yes,No,0,1,0,1,1,0,0
5297-MDOIR,63,81.15,5224.5,one_year,credit_card,fiber_optic,Yes,No,Yes,No,No,No,0,1,0,1,0,1,0
6369-MCAKO,68,89.05,6185.8,two_year,bank_transfer,dsl,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,0
4926-UMJZD,31,49.2,1498.55,month_to_month,mailed_check,dsl,No,No,No,Yes,No,No,0,1,0,1,0,1,0
6848-HJTXY,64,19.45,1208.6,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,0,0
6341-AEVKX,62,104.3,6613.65,one_year,electronic_check,fiber_optic,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,0,1,0
4501-EQDRN,1,69.7,69.7,month_to_month,bank_transfer,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,0,1
2990-HWIML,6,89.5,573.3,month_to_month,electronic_check,fiber_optic,No,No,No,No,Yes,Yes,0,0,0,1,0,1,1
0682-USIXD,21,86.05,1818.9,month_to_month,electronic_check,fiber_optic,No,No,No,Yes,Yes,No,0,1,0,1,0,1,0
6976-BWGLQ,72,25.2,1787.35,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,1,0,0
7078-NVFAM,32,35.15,1051.05,month_to_month,electronic_check,dsl,Yes,Yes,No,No,No,No,0,1,1,0,0,1,0
8065-QBYTO,71,99.65,7181.25,one_year,credit_card,fiber_optic,Yes,Yes,No,Yes,Yes,No,1,0,0,1,1,1,0
2133-TSRRM,34,105.35,3688.6,month_to_month,bank_transfer,fiber_optic,Yes,Yes,Yes,No,Yes,Yes,0,0,1,1,0,1,0
7384-GHBPI,3,35.15,99.75,month_to_month,electronic_check,dsl,No,No,No,No,No,Yes,0,1,0,0,0,1,1
7603-USHJS,12,73.75,871.4,month_to_month,credit_card,fiber_optic,No,No,No,No,No,No,0,0,1,1,1,1,1
7234-FECYN,8,101.35,780.5,month_to_month,electronic_check,fiber_optic,No,No,Yes,No,Yes,Yes,1,0,0,1,1,0,1
2511-ALLCS,35,24.3,821.6,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,1,0,0
3191-CSNMG,3,80.7,239.45,month_to_month,electronic_check,fiber_optic,No,No,No,No,Yes,No,0,1,1,1,0,1,0
7952-OBOYL,3,89.85,244.45,month_to_month,mailed_check,fiber_optic,No,No,Yes,Yes,Yes,No,0,0,0,1,0,1,0
7470-DYNOE,53,61.1,3357.9,one_year,electronic_check,dsl,No,No,Yes,No,No,Yes,0,0,0,1,0,1,0
7853-OETYL,4,29.05,129.6,month_to_month,electronic_check,dsl,Yes,No,No,No,No,No,0,1,0,0,0,1,0
1545-ACTAS,48,99.7,4977.2,one_year,bank_transfer,fiber_optic,Yes,No,Yes,No,Yes,Yes,0,1,1,1,0,1,0
5876-HZVZM,6,55.9,365.35,month_to_month,credit_card,dsl,Yes,Yes,No,No,No,No,0,1,1,1,0,0,1
1400-MMYXY,3,105.9,334.65,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,No,Yes,Yes,1,1,0,1,1,1,1
5126-RCXYW,54,46.0,2424.05,two_year,credit_card,dsl,No,No,Yes,Yes,No,Yes,0,1,1,0,0,0,0
3085-QUOZK,1,43.95,43.95,month_to_month,mailed_check,dsl,No,No,No,No,No,No,0,0,0,1,0,0,1
2363-BJLSL,62,80.4,4981.15,month_to_month,bank_transfer,dsl,No,Yes,Yes,Yes,Yes,Yes,0,0,0,1,0,1,0
1956-YIFGE,22,100.05,2090.25,one_year,mailed_check,fiber_optic,No,Yes,Yes,No,Yes,Yes,0,1,1,1,0,1,0
3926-CUQZX,1,45.1,45.1,month_to_month,bank_transfer,dsl,No,No,No,No,No,No,0,0,0,1,0,1,1
7921-LMDFQ,51,94.0,4905.75,one_year,bank_transfer,fiber_optic,No,No,Yes,No,Yes,Yes,1,0,0,1,0,1,0
2925-MXLSX,30,68.95,2038.7,one_year,credit_card,dsl,No,Yes,Yes,No,Yes,No,0,0,0,1,1,1,0
5820-PTRYM,56,68.45,4014.0,one_year,credit_card,dsl,Yes,Yes,Yes,Yes,No,No,1,1,0,1,1,1,0
9609-BENEA,35,69.0,2441.7,one_year,electronic_check,dsl,No,Yes,No,Yes,Yes,No,0,1,0,1,1,1,0
6211-WHMYA,64,43.85,2751.0,month_to_month,electronic_check,dsl,No,Yes,No,Yes,Yes,No,1,0,0,0,0,1,0
4459-BBGHE,30,44.5,1307.8,month_to_month,electronic_check,dsl,No,No,No,No,Yes,Yes,0,0,1,0,0,1,0
9945-PSVIP,25,18.7,383.65,two_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,1,0
1041-RXHRA,41,70.25,2868.05,month_to_month,bank_transfer,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,0,1
1750-CSKKM,9,55.35,449.75,month_to_month,electronic_check,dsl,No,No,No,No,Yes,No,0,0,1,1,0,0,1
9108-EJFJP,1,53.55,53.55,month_to_month,mailed_check,dsl,Yes,Yes,No,No,No,No,0,1,0,1,0,1,0
0530-IJVDB,70,114.6,7882.5,two_year,electronic_check,fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,0,0,1,1,1,1,0
0508-SQWPL,57,20.1,1087.7,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,1,1,0,1,0
2215-ZAFGX,9,85.5,791.7,month_to_month,electronic_check,fiber_optic,No,No,No,No,Yes,No,0,0,0,1,1,1,0
8213-TAZPM,69,108.75,7493.05,one_year,bank_transfer,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,0
7142-HVGBG,43,103.0,4414.3,month_to_month,electronic_check,fiber_optic,No,Yes,Yes,No,Yes,Yes,1,1,0,1,1,1,1
1304-SEGFY,72,97.85,6841.3,two_year,electronic_check,fiber_optic,No,No,Yes,No,Yes,Yes,0,1,0,1,1,1,0
7242-EDTYC,44,19.55,819.95,two_year,bank_transfer,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,0,0
2904-GGUAZ,72,84.05,6052.25,two_year,bank_transfer,fiber_optic,Yes,Yes,No,No,No,No,0,1,0,1,1,1,0
8267-ZNYVZ,33,103.75,3361.05,one_year,electronic_check,fiber_optic,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,0,1,1
5136-GFPMB,54,89.4,4869.5,month_to_month,credit_card,fiber_optic,No,No,Yes,No,No,Yes,0,0,0,1,1,0,0
2595-KIWPV,27,19.7,509.3,two_year,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,0,0
5243-SAOTC,54,79.85,4308.25,month_to_month,bank_transfer,fiber_optic,No,Yes,No,No,No,No,0,0,0,1,1,1,0
9398-MMQTO,3,74.45,221.1,month_to_month,credit_card,fiber_optic,No,Yes,No,No,No,No,0,0,0,1,0,0,0
7619-PLRLP,53,74.1,3833.95,one_year,bank_transfer,dsl,Yes,Yes,Yes,No,No,Yes,0,1,0,1,1,0,0
6457-GIRWB,1,69.35,69.35,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,1
6508-NJYRO,15,18.8,294.95,one_year,mailed_check,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,1,0,1,0,0,0
1450-SKCVI,56,73.85,4092.85,month_to_month,electronic_check,fiber_optic,No,Yes,No,No,No,No,0,0,0,1,0,1,1
4710-NKCAW,5,64.4,316.9,month_to_month,credit_card,dsl,Yes,Yes,No,Yes,No,No,0,1,1,1,1,0,0
5306-BVTKJ,48,55.8,2651.2,one_year,credit_card,dsl,No,Yes,Yes,No,No,No,0,1,1,1,0,1,0
0357-NVCRI,25,20.05,471.7,month_to_month,credit_card,none,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,0,1,1,0,0,0
5570-PTWEH,3,75.15,216.75,month_to_month,credit_card,fiber_optic,No,No,No,No,No,No,0,1,0,1,1,1,1
2371-KFUOG,58,99.15,5720.95,one_year,bank_transfer,fiber_optic,Yes,Yes,No,No,Yes,Yes,0,0,0,1,0,0,0
0463-ZSDNT,10,56.75,503.25,month_to_month,bank_transfer,dsl,No,No,No,No,No,Yes,0,0,0,1,0,1,0
6502-MJQAE,1,69.6,69.6,month_to_month,electronic_check,fiber_optic,No,No,No,No,No,No,0,0,0,1,0,1,1
6257-DTAYD,71,104.15,7365.3,two_year,credit_card,fiber_optic,No,Yes,No,Yes,Yes,Yes,0,1,0,1,1,1,0
4616-ULAOA,65,110.8,7245.9,two_year,credit_card,fiber_optic,No,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,0
